master_row_id,experiment_id,timestamp,source_endpoint,destination_endpoint,protocol,connection_state,label,predicted_label,max_confidence,flow_duration,total_bytes,total_packets,bytes_per_packet,orig_bytes_ratio,win_src_flow_count_60s,win_src_unique_dst_ports_60s,win_dst_avg_bytes_per_flow_60s,win_pair_delta_t_mean,win_pair_delta_t_cv,win_pair_orig_bytes_std,dns_query_len,dns_query_entropy,prob_benign,prob_ddos,prob_recon,prob_dns_tunnel,prob_c2_beacon,prob_slow_http
382,exp_ddos_udp_002,1788289962.121132,127.0.0.1:1319,127.0.0.1:9999,udp,S0,DDOS,RECON,0.6046185761928554,0.0,0.0,1.0,0.0,0.0,27.0,2.0,2533.3333,0.0097,0.1999,12917.5161,0.0,0.0,0.3302765123382624,0.0006255271984244039,0.6046185761928554,0.0005554337534342669,0.0004430352134700759,0.06348091530355338
365,exp_ddos_udp_002,1788289962.131221,127.0.0.1:1320,127.0.0.1:9999,udp,S0,DDOS,RECON,0.6046185761928554,0.0,0.0,1.0,0.0,0.0,28.0,2.0,2442.8571,0.0098,0.196,12693.4581,0.0,0.0,0.3302765123382624,0.0006255271984244039,0.6046185761928554,0.0005554337534342669,0.0004430352134700759,0.06348091530355338
328,exp_ddos_udp_002,1788289962.141301,127.0.0.1:1321,127.0.0.1:9999,udp,S0,DDOS,RECON,0.6032163231100637,0.0,0.0,1.0,0.0,0.0,29.0,2.0,2358.6207,0.0098,0.1923,12480.6476,0.0,0.0,0.3314561232033304,0.0006178757700154772,0.6032163231100637,0.0005574175326795363,0.00044461755169848075,0.06370764283221228
378,exp_ddos_udp_002,1788289962.151441,127.0.0.1:1322,127.0.0.1:9999,udp,S0,DDOS,RECON,0.6032159875435678,0.0,0.0,1.0,0.0,0.0,30.0,2.0,2280.0,0.0098,0.1888,12278.1758,0.0,0.0,0.33145593881579716,0.0006178754262939975,0.6032159875435678,0.0005579735180409592,0.00044461730435975963,0.06370760739194042
336,exp_ddos_udp_002,1788289962.161554,127.0.0.1:1323,127.0.0.1:9999,udp,S0,DDOS,RECON,0.6032159875435678,0.0,0.0,1.0,0.0,0.0,31.0,2.0,2206.4516,0.0098,0.1856,12085.2332,0.0,0.0,0.33145593881579716,0.0006178754262939975,0.6032159875435678,0.0005579735180409592,0.00044461730435975963,0.06370760739194042
417,exp_ddos_udp_002,1788289962.171785,127.0.0.1:1324,127.0.0.1:9999,udp,S0,DDOS,RECON,0.6032159875435678,0.0,0.0,1.0,0.0,0.0,32.0,2.0,2137.5,0.0098,0.1825,11901.0963,0.0,0.0,0.33145593881579716,0.0006178754262939975,0.6032159875435678,0.0005579735180409592,0.00044461730435975963,0.06370760739194042
398,exp_ddos_udp_002,1788289962.181909,127.0.0.1:1325,127.0.0.1:9999,udp,S0,DDOS,RECON,0.6032159875435678,0.0,0.0,1.0,0.0,0.0,33.0,2.0,2072.7273,0.0098,0.1795,11725.1161,0.0,0.0,0.33145593881579716,0.0006178754262939975,0.6032159875435678,0.0005579735180409592,0.00044461730435975963,0.06370760739194042
380,exp_ddos_udp_002,1788289962.192029,127.0.0.1:1326,127.0.0.1:9999,udp,S0,DDOS,RECON,0.5572443104564923,0.0,0.0,1.0,0.0,0.0,34.0,2.0,2011.7647,0.0098,0.1767,11556.7084,0.0,0.0,0.3697421738411581,0.0008286894387316243,0.5572443104564923,0.0006224246343068703,0.0004959747266219095,0.07106642690268923
331,exp_ddos_udp_002,1788289962.202141,127.0.0.1:1327,127.0.0.1:9999,udp,S0,DDOS,RECON,0.5090947661567604,0.0,0.0,1.0,0.0,0.0,35.0,2.0,1954.2857,0.0098,0.174,11395.346,0.0,0.0,0.40978743018488606,0.0011149353201090658,0.5090947661567604,0.0006898368901946112,0.0005496917123291371,0.07876333973572083
491,exp_recon_001,1788289504.214269,127.0.0.1:53262,127.0.0.1:8080,tcp,RSTO,RECON,DDOS,0.6378475394861067,6e-05,0.0,4.0,0.0,0.0,46.0,45.0,0.0,0.02,3.2965,0.0,0.0,0.0,9.320463092695379e-05,0.6378475394861067,0.35801156956257146,5.033323058561945e-05,6.192507274136751e-05,0.003935428017067896
490,exp_recon_001,1788289504.214315,127.0.0.1:59134,127.0.0.1:9000,tcp,REJ,RECON,DDOS,0.9860890967357367,3e-06,0.0,2.0,0.0,0.0,47.0,45.0,0.0,0.0195,3.3361,0.0,0.0,0.0,1.2266526412203733e-06,0.9860890967357367,0.013890988588847472,2.028540980479136e-06,2.4969782341064958e-06,1.4162503560076152e-05
502,exp_recon_001,1788289504.258523,127.0.0.1:53274,127.0.0.1:8080,tcp,SF,RECON,DDOS,0.9453340990354411,6.016988,245.0,12.0,20.4167,0.0732,48.0,45.0,5.1042,0.02,3.2188,2.5709,0.0,0.0,0.011738076085109182,0.9453340990354411,0.03926860398598562,0.00011290206168791426,0.00019834648076526718,0.0033479723510108994
501,exp_recon_001,1788289510.276652,127.0.0.1:53276,127.0.0.1:8080,tcp,SF,RECON,BENIGN,0.9259194503075138,0.002757,1296.0,12.0,108.0,0.4765,49.0,45.0,31.449,0.145,5.0,87.3642,0.0,0.0,0.9259194503075138,0.07365822285055224,5.679518400413986e-05,9.689134789023926e-06,2.138370522015855e-05,0.00033445881792073775
500,exp_recon_001,1788289510.27681,127.0.0.1:53282,127.0.0.1:8080,tcp,SF,RECON,DDOS,0.6016679393335553,0.002619,245.0,12.0,20.4167,0.0732,50.0,45.0,35.72,0.142,5.0,86.489,0.0,0.0,0.3904608989248206,0.6016679393335553,0.0029018715167737196,7.052512574871689e-05,0.00012434500316160795,0.004774420095940092
503,exp_recon_001,1788289510.277034,127.0.0.1:53284,127.0.0.1:8080,tcp,SF,RECON,BENIGN,0.8963518817444563,0.002426,403.0,12.0,33.5833,0.4356,51.0,45.0,42.9216,0.1392,5.0,88.5659,0.0,0.0,0.8963518817444563,0.10286403973265161,7.994670912111108e-05,7.935384236811862e-06,2.1196486904801178e-05,0.0006749999426295961
499,exp_recon_001,1788289510.279511,127.0.0.1:53292,127.0.0.1:8080,tcp,SF,RECON,BENIGN,0.9021707781041345,0.000929,403.0,12.0,33.5833,0.4356,52.0,45.0,49.8462,0.1365,5.0,90.4116,0.0,0.0,0.9021707781041345,0.09698650284511609,7.537864303000997e-05,7.492900706373892e-06,1.9985343156329706e-05,0.0007398621638566466
498,exp_recon_001,1788289510.28049,127.0.0.1:53308,127.0.0.1:8080,tcp,S1,RECON,DDOS,0.8427004033630454,5e-06,0.0,3.0,0.0,0.0,53.0,45.0,48.9057,0.1339,5.0,89.5933,0.0,0.0,0.004542649301564895,0.8427004033630454,0.02868881575523211,4.779124666079019e-05,5.8137869900167574e-05,0.12396220246359656
598,exp_dns_tunnel_001,1788290897.745088,127.0.0.1:44413,127.0.0.1:53,udp,SF,DNS_TUNNEL,DDOS,0.6499832098201344,8.9e-05,86.0,2.0,43.0,0.4023,43.0,1.0,155.1163,0.0733,0.3448,9.6418,17.0,3.4104,0.34951153754793884,0.6499832098201344,0.00029279776937134124,7.457164291888252e-05,6.191611773943382e-05,7.596710189725967e-05
599,exp_dns_tunnel_001,1788290897.805548,127.0.0.1:37974,127.0.0.1:53,udp,SF,DNS_TUNNEL,DDOS,0.639099965486315,0.000105,102.0,2.0,51.0,0.4175,44.0,1.0,153.9091,0.073,0.3432,10.0475,25.0,3.5329,0.3293132093136143,0.639099965486315,0.0003855707389902959,0.03106593629453687,6.068145506423927e-05,7.463671147938015e-05
600,exp_dns_tunnel_001,1788290897.866119,127.0.0.1:54887,127.0.0.1:53,udp,SF,DNS_TUNNEL,DDOS,0.8669974511766956,0.000134,116.0,2.0,58.0,0.4274,45.0,1.0,153.0667,0.0727,0.3415,10.1425,32.0,3.7539,0.09062147483896232,0.8669974511766956,7.847443775399239e-05,0.04211911788398879,8.227176335490407e-05,0.00010120989924428553
601,exp_dns_tunnel_001,1788290897.926581,127.0.0.1:46750,127.0.0.1:53,udp,SF,DNS_TUNNEL,BENIGN,0.9100140464872801,7.3e-05,94.0,2.0,47.0,0.4105,46.0,1.0,151.7826,0.0725,0.3399,10.6506,21.0,3.3914,0.9100140464872801,0.08993634563536085,2.023325790858875e-05,1.027772372166785e-05,8.579754156743443e-06,1.0517141572091994e-05
602,exp_dns_tunnel_001,1788290897.986966,127.0.0.1:53355,127.0.0.1:53,udp,SF,DNS_TUNNEL,BENIGN,0.9041825046298687,8.2e-05,86.0,2.0,43.0,0.4023,47.0,1.0,150.383,0.0722,0.3383,11.2848,17.0,3.4104,0.9041825046298687,0.09574304803714509,4.312934622703056e-05,1.0984462801996276e-05,9.126910546571583e-06,1.1206613410532012e-05
603,exp_dns_tunnel_001,1788290898.047497,127.0.0.1:52253,127.0.0.1:53,udp,SF,DNS_TUNNEL,BENIGN,0.8965431059223103,8.8e-05,102.0,2.0,51.0,0.4175,48.0,1.0,149.375,0.072,0.3366,11.5054,25.0,3.5329,0.8965431059223103,0.0985844472049828,5.9476263957143867e-05,0.004792079990446674,9.36044518004895e-06,1.1530173122899188e-05
604,exp_dns_tunnel_001,1788290898.107961,127.0.0.1:42784,127.0.0.1:53,udp,SF,DNS_TUNNEL,BENIGN,0.9199512829739708,0.000107,90.0,2.0,45.0,0.4066,49.0,1.0,148.1633,0.0717,0.335,11.9234,19.0,3.2211,0.9199512829739708,0.0799865687814176,3.6031528923459096e-05,9.14068553723964e-06,7.613694474906424e-06,9.362335676011792e-06
605,exp_dns_tunnel_001,1788290898.16836,127.0.0.1:48836,127.0.0.1:53,udp,SF,DNS_TUNNEL,BENIGN,0.9238680917626455,0.000114,88.0,2.0,44.0,0.4045,50.0,1.0,146.96,0.0715,0.3334,12.3312,18.0,3.4613,0.9238680917626455,0.07607285073933803,3.4246437474706706e-05,8.688231153687343e-06,7.225950300374161e-06,8.896879087559387e-06
