master_row_id,experiment_id,experiment_class,source_dir,flow_uid,timestamp,source_endpoint,destination_endpoint,protocol,connection_state,label,label_id,flow_duration,orig_bytes,resp_bytes,total_bytes,orig_packets,resp_packets,total_packets,bytes_per_packet,orig_bytes_ratio,orig_packets_ratio,bytes_asymmetry_ratio,missed_bytes,is_well_known_dst_port,is_registered_dst_port,is_dynamic_dst_port,is_src_private_ip,is_dst_private_ip,proto_is_tcp,proto_is_udp,proto_is_icmp,conn_state_is_SF,conn_state_is_S0,conn_state_is_REJ,conn_state_is_RSTO,history_len,history_has_syn,history_has_reset,has_dns_context,dns_query_len,dns_query_entropy,dns_subdomain_depth,dns_max_label_len,dns_numeric_ratio,dns_vowel_ratio,dns_qtype_is_A,dns_qtype_is_TXT,dns_qtype_is_NULL,dns_is_nxdomain,dns_answer_count,dns_rtt,has_quic_context,quic_sni_len,quic_sni_entropy,quic_dcid_len,has_weird_anomaly,weird_anomaly_count_flow,weird_is_bad_syn_ack,weird_is_bad_http,weird_notice_flag,has_ssl_context,ssl_sni_len,ssl_sni_entropy,ssl_is_outdated_version,ssl_is_self_signed,ssl_has_ja3_fingerprint,ssl_resumed_flag,win_src_flow_count_60s,win_src_flow_rate_10s,win_src_unique_dst_ips_60s,win_src_unique_dst_ports_60s,win_src_failed_conn_ratio_60s,win_src_s0_syn_ratio_60s,win_src_total_orig_bytes_300s,win_src_outbound_byte_rate_60s,win_src_dns_query_count_60s,win_src_dns_nxdomain_ratio_60s,win_src_dns_unique_domains_60s,win_src_weird_count_60s,win_dst_inbound_flow_rate_10s,win_dst_unique_sources_60s,win_dst_s0_syn_ratio_10s,win_dst_avg_bytes_per_flow_60s,win_pair_flow_count_300s,win_pair_delta_t_mean,win_pair_delta_t_std,win_pair_delta_t_cv,win_pair_orig_bytes_std,win_pair_total_orig_bytes_300s
15,exp_benign_multi_003,BENIGN,data/experiments/BENIGN/exp_benign_multi_003,CbXSeH3djDDQyw1n8d,1788287814.261073,127.0.0.1:39738,127.0.0.1:5203,tcp,SF,BENIGN,0,3.002775,499.0,322.0,821.0,14.0,13.0,27.0,30.4074,0.6071,0.5,0.2153,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.4,1.0,3.0,0.2857,0.0,13749.0,229.15,5.0,0.0,5.0,0.0,1.4,1.0,0.0,10647.9286,14.0,0.124,0.0342,0.2761,3095.6494,13749.0
16,exp_benign_multi_003,BENIGN,data/experiments/BENIGN/exp_benign_multi_003,ChAZh04b2b0qq6IUue,1788287812.649137,127.0.0.1:60106,127.0.0.1:8080,tcp,RSTO,BENIGN,0,0.001082,120.0,223.0,343.0,6.0,4.0,10.0,34.3,0.3488,0.5455,-0.2994,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,1.0,1.0,1.0,0.0,120.0,2.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,343.0,1.0,0.0,0.0,1.0,0.0,120.0
17,exp_benign_multi_003,BENIGN,data/experiments/BENIGN/exp_benign_multi_003,Ci9PTt2IP1AibqQsHb,1788287813.253603,127.0.0.1:60150,127.0.0.1:8080,tcp,SF,BENIGN,0,0.000615,120.0,223.0,343.0,6.0,6.0,12.0,28.5833,0.3488,0.4615,-0.2994,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.5,1.0,1.0,0.6,0.0,678.0,11.3,0.0,0.0,0.0,0.0,0.5,1.0,0.0,13653.4,5.0,0.1511,0.0002,0.0012,25.8349,678.0
18,exp_benign_multi_003,BENIGN,data/experiments/BENIGN/exp_benign_multi_003,CombzN1P5xdFQxj86e,1788287813.706431,127.0.0.1:60176,127.0.0.1:8080,tcp,SF,BENIGN,0,0.000794,124.0,63662.0,63786.0,7.0,7.0,14.0,4556.1429,0.0019,0.4667,-0.9961,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.8,1.0,1.0,0.5,0.0,13065.0,217.75,0.0,0.0,0.0,0.0,0.8,1.0,0.0,18475.0,8.0,0.151,0.0002,0.0011,3969.7685,13065.0
19,exp_benign_multi_003,BENIGN,data/experiments/BENIGN/exp_benign_multi_003,Cq5iCN3FWXvUo5oksf,1788287812.80051,127.0.0.1:60114,127.0.0.1:8080,tcp,RSTO,BENIGN,0,0.000851,127.0,3276.0,3403.0,6.0,5.0,11.0,309.3636,0.0373,0.5,-0.9251,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2,1.0,1.0,1.0,0.0,247.0,4.1167,0.0,0.0,0.0,0.0,0.2,1.0,0.0,1873.0,2.0,0.1514,0.0,0.0,3.5,247.0
20,exp_benign_multi_003,BENIGN,data/experiments/BENIGN/exp_benign_multi_003,CWCKiy1BPAWT5CJL6f,1788287813.555435,127.0.0.1:60170,127.0.0.1:8080,tcp,SF,BENIGN,0,0.00077,127.0,3276.0,3403.0,6.0,6.0,12.0,283.5833,0.0373,0.4615,-0.9251,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.7,1.0,1.0,0.5714,0.0,12941.0,215.6833,0.0,0.0,0.0,0.0,0.7,1.0,0.0,12002.0,7.0,0.151,0.0002,0.0012,4199.8246,12941.0
21,exp_benign_multi_003,BENIGN,data/experiments/BENIGN/exp_benign_multi_003,CsbP1t4H0gAUPyy80a,1788287814.261339,127.0.0.1:39754,127.0.0.1:5203,tcp,SF,BENIGN,0,3.002332,3801125.0,0.0,3801125.0,93.0,43.0,136.0,27949.4485,1.0,0.6788,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.5,1.0,3.0,0.2667,0.0,3814874.0,63581.2333,5.0,0.0,5.0,0.0,1.5,1.0,0.0,263346.4,15.0,0.1152,0.0459,0.3983,947926.9084,3814874.0
22,exp_benign_multi_003,BENIGN,data/experiments/BENIGN/exp_benign_multi_003,Connj43eJYAbVUeNdb,1788287812.951596,127.0.0.1:60124,127.0.0.1:8080,tcp,SF,BENIGN,0,0.000755,187.0,205.0,392.0,6.0,6.0,12.0,32.6667,0.4758,0.4615,-0.0458,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3,1.0,1.0,0.6667,0.0,434.0,7.2333,0.0,0.0,0.0,0.0,0.3,1.0,0.0,1379.3333,3.0,0.1512,0.0001,0.0009,30.0703,434.0
23,exp_benign_multi_003,BENIGN,data/experiments/BENIGN/exp_benign_multi_003,CtKjdo3hGnCOoTlJb4,1788287813.404573,127.0.0.1:60156,127.0.0.1:8080,tcp,RSTO,BENIGN,0,0.000657,12136.0,208.0,12344.0,6.0,4.0,10.0,1234.4,0.9831,0.5455,0.9662,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.6,1.0,1.0,0.6667,0.0,12814.0,213.5667,0.0,0.0,0.0,0.0,0.6,1.0,0.0,13435.1667,6.0,0.1511,0.0002,0.0012,4472.3472,12814.0
24,exp_benign_multi_003,BENIGN,data/experiments/BENIGN/exp_benign_multi_003,CSbMI04m3SMxCzjaq2,1788287813.102744,127.0.0.1:60140,127.0.0.1:8080,tcp,RSTO,BENIGN,0,0.000632,124.0,63662.0,63786.0,7.0,5.0,12.0,5315.5,0.0019,0.5385,-0.9961,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.4,1.0,1.0,0.75,0.0,558.0,9.3,0.0,0.0,0.0,0.0,0.4,1.0,0.0,16981.0,4.0,0.1512,0.0001,0.0008,27.5363,558.0
25,exp_benign_dns_004,BENIGN,data/experiments/BENIGN/exp_benign_dns_004,CDKNFJzH3m4U9dY0i,1788288079.682703,127.0.0.1:58793,127.0.0.1:53,udp,SF,BENIGN,0,0.000144,26.0,42.0,68.0,1.0,1.0,2.0,34.0,0.3768,0.3333,-0.2319,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,8.0,2.75,1.0,5.0,0.0,0.2857,1.0,0.0,0.0,0.0,1.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,1.0,1.0,0.0,0.0,26.0,0.4333,1.0,0.0,1.0,0.0,0.1,1.0,0.0,68.0,1.0,0.0,0.0,1.0,0.0,26.0
26,exp_benign_dns_004,BENIGN,data/experiments/BENIGN/exp_benign_dns_004,CHQAVT3OaNt7ZXbw8j,1788288079.763189,127.0.0.1:47881,127.0.0.1:53,udp,SF,BENIGN,0,0.000139,35.0,51.0,86.0,1.0,1.0,2.0,43.0,0.4023,0.3333,-0.1839,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,17.0,2.9398,2.0,6.0,0.0,0.3333,1.0,0.0,0.0,0.0,1.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2,1.0,1.0,0.0,0.0,61.0,1.0167,2.0,0.0,2.0,0.0,0.2,1.0,0.0,77.0,2.0,0.0805,0.0,0.0,4.5,61.0
27,exp_benign_dns_004,BENIGN,data/experiments/BENIGN/exp_benign_dns_004,C8NXX32wZrXq1V0RHa,1788288079.843702,127.0.0.1:56675,127.0.0.1:53,udp,SF,BENIGN,0,8.5e-05,45.0,61.0,106.0,1.0,1.0,2.0,53.0,0.4206,0.3333,-0.1495,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,27.0,3.6801,3.0,8.0,0.0,0.4167,1.0,0.0,0.0,0.0,1.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3,1.0,1.0,0.0,0.0,106.0,1.7667,3.0,0.0,3.0,0.0,0.3,1.0,0.0,86.6667,3.0,0.0805,0.0,0.0002,7.7603,106.0
28,exp_benign_dns_004,BENIGN,data/experiments/BENIGN/exp_benign_dns_004,CtqW1t2u3hvozqK5s8,1788288079.924053,127.0.0.1:47950,127.0.0.1:53,udp,SF,BENIGN,0,0.000129,56.0,72.0,128.0,1.0,1.0,2.0,64.0,0.4341,0.3333,-0.124,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,38.0,3.8828,3.0,16.0,0.0571,0.4062,1.0,0.0,0.0,0.0,1.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.4,1.0,1.0,0.0,0.0,162.0,2.7,4.0,0.0,4.0,0.0,0.4,1.0,0.0,97.0,4.0,0.0804,0.0001,0.0009,11.1915,162.0
